"","RawTimes","YearTimes","TideTimes","TideCoeff","TideTimeIndex"
"780535",2023-04-01 12:40:00,2023.24802130898,16319.9142857143,42.2131147540984,0.828571428570285
"780538",2023-04-01 13:00:00,2023.24805936073,16319.9428571429,42.2131147540984,0.885714285715949
"780540",2023-04-01 13:20:00,2023.24809741248,16319.9714285714,42.2131147540984,0.942857142857974
"780542",2023-04-01 13:40:00,2023.24813546423,16320,44.4098360655738,1
"780544",2023-04-01 14:00:00,2023.24817351598,16320.027027027,44.4098360655738,0.945945945946733
"780547",2023-04-01 14:20:00,2023.24821156773,16320.0540540541,44.4098360655738,0.891891891893465
"780549",2023-04-01 14:40:00,2023.24824961948,16320.0810810811,44.4098360655738,0.83783783783656
"780551",2023-04-01 15:00:00,2023.24828767123,16320.1081081081,44.4098360655738,0.783783783783292
"780553",2023-04-01 15:20:00,2023.24832572298,16320.1351351351,44.4098360655738,0.729729729730025
"780555",2023-04-01 15:40:00,2023.24836377473,16320.1621621622,44.4098360655738,0.675675675676757
"780558",2023-04-01 16:00:00,2023.24840182648,16320.1891891892,44.4098360655738,0.621621621619852
"780561",2023-04-01 16:20:00,2023.24843987823,16320.2162162162,44.4098360655738,0.567567567566584
"780563",2023-04-01 16:40:00,2023.24847792998,16320.2432432432,44.4098360655738,0.513513513513317
"780565",2023-04-01 17:00:00,2023.24851598174,16320.2702702703,44.4098360655738,0.459459459460049
"780568",2023-04-01 17:20:00,2023.24855403349,16320.2972972973,44.4098360655738,0.405405405406782
"780570",2023-04-01 17:40:00,2023.24859208524,16320.3243243243,44.4098360655738,0.351351351349876
"780572",2023-04-01 18:00:00,2023.24863013699,16320.3513513514,44.4098360655738,0.297297297296609
"780574",2023-04-01 18:20:00,2023.24866818874,16320.3783783784,44.4098360655738,0.243243243243342
"780576",2023-04-01 18:40:00,2023.24870624049,16320.4054054054,44.4098360655738,0.189189189190074
"780578",2023-04-01 19:00:00,2023.24874429224,16320.4324324324,44.4098360655738,0.135135135136807
"780580",2023-04-01 19:20:00,2023.24878234399,16320.4594594595,44.4098360655738,0.0810810810799012
"780582",2023-04-01 19:40:00,2023.24882039574,16320.4864864865,44.4098360655738,0.0270270270266337
"780584",2023-04-01 20:00:00,2023.24885844749,16320.5135135135,48.0983606557377,0.0270270270266337
"780586",2023-04-01 20:20:00,2023.24889649924,16320.5405405405,48.0983606557377,0.0810810810799012
"780588",2023-04-01 20:40:00,2023.24893455099,16320.5675675676,48.0983606557377,0.135135135136807
"780590",2023-04-01 21:00:00,2023.24897260274,16320.5945945946,48.0983606557377,0.189189189190074
"780592",2023-04-01 21:20:00,2023.24901065449,16320.6216216216,48.0983606557377,0.243243243243342
"780594",2023-04-01 21:40:00,2023.24904870624,16320.6486486486,48.0983606557377,0.297297297296609
"780596",2023-04-01 22:00:00,2023.24908675799,16320.6756756757,48.0983606557377,0.351351351349876
"780598",2023-04-01 22:20:00,2023.24912480974,16320.7027027027,48.0983606557377,0.405405405406782
"780600",2023-04-01 22:40:00,2023.24916286149,16320.7297297297,48.0983606557377,0.459459459460049
"780602",2023-04-01 23:00:00,2023.24920091324,16320.7567567568,48.0983606557377,0.513513513513317
"780604",2023-04-01 23:20:00,2023.24923896499,16320.7837837838,48.0983606557377,0.567567567566584
"780607",2023-04-01 23:40:00,2023.24927701674,16320.8108108108,48.0983606557377,0.621621621619852
"780610",2023-04-02,2023.24931506849,16320.8378378378,48.0983606557377,0.675675675676757
"780613",2023-04-02 00:20:00,2023.24935312024,16320.8648648649,48.0983606557377,0.729729729730025
"780615",2023-04-02 00:40:00,2023.24939117199,16320.8918918919,48.0983606557377,0.783783783783292
"780617",2023-04-02 01:00:00,2023.24942922374,16320.9189189189,48.0983606557377,0.83783783783656
"780619",2023-04-02 01:20:00,2023.24946727549,16320.9459459459,48.0983606557377,0.891891891893465
"780622",2023-04-02 01:40:00,2023.24950532725,16320.972972973,48.0983606557377,0.945945945946733
"780625",2023-04-02 02:00:00,2023.249543379,16321,54.672131147541,1
"780628",2023-04-02 02:20:00,2023.24958143075,16321.027027027,54.672131147541,0.945945945946733
"780631",2023-04-02 02:40:00,2023.2496194825,16321.0540540541,54.672131147541,0.891891891893465
"780635",2023-04-02 03:00:01,2023.24965756596,16321.0811036036,54.672131147541,0.837792792837718
"780637",2023-04-02 03:20:00,2023.249695586,16321.1081081081,54.672131147541,0.783783783783292
"780639",2023-04-02 03:40:00,2023.24973363775,16321.1351351351,54.672131147541,0.729729729730025
"780642",2023-04-02 04:00:00,2023.2497716895,16321.1621621622,54.672131147541,0.675675675676757
"780644",2023-04-02 04:20:00,2023.24980974125,16321.1891891892,54.672131147541,0.621621621619852
"780647",2023-04-02 04:40:00,2023.249847793,16321.2162162162,54.672131147541,0.567567567566584
"780649",2023-04-02 05:00:00,2023.24988584475,16321.2432432432,54.672131147541,0.513513513513317
"780651",2023-04-02 05:20:00,2023.2499238965,16321.2702702703,54.672131147541,0.459459459460049
"780653",2023-04-02 05:40:00,2023.24996194825,16321.2972972973,54.672131147541,0.405405405406782
"780656",2023-04-02 06:00:00,2023.25,16321.3243243243,54.672131147541,0.351351351349876
"780658",2023-04-02 06:20:00,2023.25003805175,16321.3513513514,54.672131147541,0.297297297296609
"780660",2023-04-02 06:40:00,2023.2500761035,16321.3783783784,54.672131147541,0.243243243243342
"780662",2023-04-02 07:00:00,2023.25011415525,16321.4054054054,54.672131147541,0.189189189190074
"780664",2023-04-02 07:20:00,2023.250152207,16321.4324324324,54.672131147541,0.135135135136807
"780666",2023-04-02 07:40:00,2023.25019025875,16321.4594594595,54.672131147541,0.0810810810799012
"780668",2023-04-02 08:00:00,2023.2502283105,16321.4864864865,54.672131147541,0.0270270270266337
"780672",2023-04-02 08:20:00,2023.25026636225,16321.5138888889,55.9016393442623,0.0277777777773736
"780675",2023-04-02 08:40:00,2023.250304414,16321.5416666667,55.9016393442623,0.0833333333321207
"780677",2023-04-02 09:00:00,2023.25034246575,16321.5694444444,55.9016393442623,0.138888888890506
"780679",2023-04-02 09:20:00,2023.2503805175,16321.5972222222,55.9016393442623,0.194444444445253
"780682",2023-04-02 09:40:00,2023.25041856925,16321.625,55.9016393442623,0.25
"780685",2023-04-02 10:00:00,2023.250456621,16321.6527777778,55.9016393442623,0.305555555554747
"780687",2023-04-02 10:20:00,2023.25049467275,16321.6805555556,55.9016393442623,0.361111111109494
"780689",2023-04-02 10:40:00,2023.25053272451,16321.7083333333,55.9016393442623,0.416666666667879
"780692",2023-04-02 11:00:00,2023.25057077626,16321.7361111111,55.9016393442623,0.472222222222626
"780694",2023-04-02 11:20:00,2023.25060882801,16321.7638888889,55.9016393442623,0.527777777777374
"780696",2023-04-02 11:40:00,2023.25064687976,16321.7916666667,55.9016393442623,0.583333333332121
"780698",2023-04-02 12:00:00,2023.25068493151,16321.8194444444,55.9016393442623,0.638888888890506
"780701",2023-04-02 12:20:00,2023.25072298326,16321.8472222222,55.9016393442623,0.694444444445253
"780704",2023-04-02 12:40:00,2023.25076103501,16321.875,55.9016393442623,0.75
"780706",2023-04-02 13:00:00,2023.25079908676,16321.9027777778,55.9016393442623,0.805555555554747
"780708",2023-04-02 13:20:00,2023.25083713851,16321.9305555556,55.9016393442623,0.861111111109494
"780711",2023-04-02 13:40:00,2023.25087519026,16321.9583333333,55.9016393442623,0.916666666667879
"780713",2023-04-02 14:00:00,2023.25091324201,16321.9861111111,55.9016393442623,0.972222222222626
"780715",2023-04-02 14:20:00,2023.25095129376,16322.0128205128,56.2131147540984,0.974358974359347
"780718",2023-04-02 14:40:00,2023.25098934551,16322.0384615385,56.2131147540984,0.923076923078042
"780720",2023-04-02 15:00:00,2023.25102739726,16322.0641025641,56.2131147540984,0.871794871793099
"780722",2023-04-02 15:20:00,2023.25106544901,16322.0897435897,56.2131147540984,0.820512820511794
"780725",2023-04-02 15:40:00,2023.25110350076,16322.1153846154,56.2131147540984,0.769230769230489
"780728",2023-04-02 16:00:00,2023.25114155251,16322.141025641,56.2131147540984,0.717948717949184
"780731",2023-04-02 16:20:00,2023.25117960426,16322.1666666667,56.2131147540984,0.666666666667879
"780733",2023-04-02 16:40:00,2023.25121765601,16322.1923076923,56.2131147540984,0.615384615382936
"780736",2023-04-02 17:00:00,2023.25125570776,16322.2179487179,56.2131147540984,0.564102564101631
"780738",2023-04-02 17:20:00,2023.25129375951,16322.2435897436,56.2131147540984,0.512820512820326
"780740",2023-04-02 17:40:00,2023.25133181126,16322.2692307692,56.2131147540984,0.461538461539021
"780744",2023-04-02 18:00:01,2023.25136989472,16322.2948931624,56.2131147540984,0.410213675255363
"780746",2023-04-02 18:20:00,2023.25140791476,16322.3205128205,56.2131147540984,0.358974358972773
"780748",2023-04-02 18:40:00,2023.25144596651,16322.3461538462,56.2131147540984,0.307692307691468
"780750",2023-04-02 19:00:00,2023.25148401826,16322.3717948718,56.2131147540984,0.256410256410163
"780753",2023-04-02 19:20:01,2023.25152210172,16322.3974572649,56.2131147540984,0.205085470130143
"780755",2023-04-02 19:40:00,2023.25156012177,16322.4230769231,56.2131147540984,0.153846153847553
"780758",2023-04-02 20:00:00,2023.25159817352,16322.4487179487,56.2131147540984,0.10256410256261
"780760",2023-04-02 20:20:00,2023.25163622527,16322.4743589744,56.2131147540984,0.051282051281305
"780763",2023-04-02 20:40:00,2023.25167427702,16322.5,61.4098360655738,0
"780765",2023-04-02 21:00:00,2023.25171232877,16322.5285714286,61.4098360655738,0.0571428571420256
"780767",2023-04-02 21:20:00,2023.25175038052,16322.5571428571,61.4098360655738,0.114285714284051
"780769",2023-04-02 21:40:00,2023.25178843227,16322.5857142857,61.4098360655738,0.171428571429715
"780771",2023-04-02 22:00:00,2023.25182648402,16322.6142857143,61.4098360655738,0.22857142857174
"780773",2023-04-02 22:20:00,2023.25186453577,16322.6428571429,61.4098360655738,0.285714285713766
"780775",2023-04-02 22:40:00,2023.25190258752,16322.6714285714,61.4098360655738,0.342857142855792
"780777",2023-04-02 23:00:00,2023.25194063927,16322.7,61.4098360655738,0.400000000001455
"780780",2023-04-02 23:20:00,2023.25197869102,16322.7285714286,61.4098360655738,0.457142857143481
"780783",2023-04-02 23:40:00,2023.25201674277,16322.7571428571,61.4098360655738,0.514285714285506
"780786",2023-04-03,2023.25205479452,16322.7857142857,61.4098360655738,0.571428571427532
"780789",2023-04-03 00:20:00,2023.25209284627,16322.8142857143,61.4098360655738,0.628571428573196
"780791",2023-04-03 00:40:00,2023.25213089802,16322.8428571429,61.4098360655738,0.685714285715221
"780793",2023-04-03 01:00:00,2023.25216894977,16322.8714285714,61.4098360655738,0.742857142857247
"780795",2023-04-03 01:20:00,2023.25220700152,16322.9,61.4098360655738,0.799999999999272
"780797",2023-04-03 01:40:00,2023.25224505327,16322.9285714286,61.4098360655738,0.857142857141298
"780799",2023-04-03 02:00:00,2023.25228310502,16322.9571428571,61.4098360655738,0.914285714286962
"780802",2023-04-03 02:20:00,2023.25232115677,16322.9857142857,61.4098360655738,0.971428571428987
"780804",2023-04-03 02:40:00,2023.25235920852,16323.0128205128,65.9180327868853,0.974358974359347
"780806",2023-04-03 03:00:00,2023.25239726027,16323.0384615385,65.9180327868853,0.923076923078042
"780808",2023-04-03 03:20:00,2023.25243531202,16323.0641025641,65.9180327868853,0.871794871793099
"780811",2023-04-03 03:40:00,2023.25247336377,16323.0897435897,65.9180327868853,0.820512820511794
"780813",2023-04-03 04:00:00,2023.25251141553,16323.1153846154,65.9180327868853,0.769230769230489
"780815",2023-04-03 04:20:00,2023.25254946728,16323.141025641,65.9180327868853,0.717948717949184
"780818",2023-04-03 04:40:00,2023.25258751903,16323.1666666667,65.9180327868853,0.666666666667879
"780820",2023-04-03 05:00:00,2023.25262557078,16323.1923076923,65.9180327868853,0.615384615382936
"780822",2023-04-03 05:20:00,2023.25266362253,16323.2179487179,65.9180327868853,0.564102564101631
"780825",2023-04-03 05:40:00,2023.25270167428,16323.2435897436,65.9180327868853,0.512820512820326
"780827",2023-04-03 06:00:00,2023.25273972603,16323.2692307692,65.9180327868853,0.461538461539021
"780829",2023-04-03 06:20:00,2023.25277777778,16323.2948717949,65.9180327868853,0.410256410257716
"780832",2023-04-03 06:40:00,2023.25281582953,16323.3205128205,65.9180327868853,0.358974358972773
"780834",2023-04-03 07:00:00,2023.25285388128,16323.3461538462,65.9180327868853,0.307692307691468
"780836",2023-04-03 07:20:00,2023.25289193303,16323.3717948718,65.9180327868853,0.256410256410163
"780839",2023-04-03 07:40:00,2023.25292998478,16323.3974358974,65.9180327868853,0.205128205128858
"780841",2023-04-03 08:00:00,2023.25296803653,16323.4230769231,65.9180327868853,0.153846153847553
"780844",2023-04-03 08:20:00,2023.25300608828,16323.4487179487,65.9180327868853,0.10256410256261
"780847",2023-04-03 08:40:00,2023.25304414003,16323.4743589744,65.9180327868853,0.051282051281305
"780849",2023-04-03 09:00:00,2023.25308219178,16323.5,67.8360655737705,0
"780852",2023-04-03 09:20:00,2023.25312024353,16323.5285714286,67.8360655737705,0.0571428571420256
"780855",2023-04-03 09:40:00,2023.25315829528,16323.5571428571,67.8360655737705,0.114285714284051
"780857",2023-04-03 10:00:00,2023.25319634703,16323.5857142857,67.8360655737705,0.171428571429715
"780859",2023-04-03 10:20:00,2023.25323439878,16323.6142857143,67.8360655737705,0.22857142857174
"780861",2023-04-03 10:40:00,2023.25327245053,16323.6428571429,67.8360655737705,0.285714285713766
"780863",2023-04-03 11:00:00,2023.25331050228,16323.6714285714,67.8360655737705,0.342857142855792
"780866",2023-04-03 11:20:00,2023.25334855403,16323.7,67.8360655737705,0.400000000001455
"780869",2023-04-03 11:40:00,2023.25338660578,16323.7285714286,67.8360655737705,0.457142857143481
"780872",2023-04-03 12:00:00,2023.25342465753,16323.7571428571,67.8360655737705,0.514285714285506
"780874",2023-04-03 12:20:00,2023.25346270928,16323.7857142857,67.8360655737705,0.571428571427532
"780876",2023-04-03 12:40:00,2023.25350076103,16323.8142857143,67.8360655737705,0.628571428573196
"780878",2023-04-03 13:00:00,2023.25353881279,16323.8428571429,67.8360655737705,0.685714285715221
"780881",2023-04-03 13:20:00,2023.25357686454,16323.8714285714,67.8360655737705,0.742857142857247
"780883",2023-04-03 13:40:00,2023.25361491629,16323.9,67.8360655737705,0.799999999999272
"780886",2023-04-03 14:00:00,2023.25365296804,16323.9285714286,67.8360655737705,0.857142857141298
"780888",2023-04-03 14:20:00,2023.25369101979,16323.9571428571,67.8360655737705,0.914285714286962
"780890",2023-04-03 14:40:00,2023.25372907154,16323.9857142857,67.8360655737705,0.971428571428987
"780892",2023-04-03 15:00:00,2023.25376712329,16324.0131578947,68.3770491803279,0.973684210526699
"780895",2023-04-03 15:20:00,2023.25380517504,16324.0394736842,68.3770491803279,0.921052631580096
"780897",2023-04-03 15:40:00,2023.25384322679,16324.0657894737,68.3770491803279,0.868421052629856
"780899",2023-04-03 16:00:00,2023.25388127854,16324.0921052632,68.3770491803279,0.815789473683253
"780902",2023-04-03 16:20:00,2023.25391933029,16324.1184210526,68.3770491803279,0.763157894736651
"780904",2023-04-03 16:40:00,2023.25395738204,16324.1447368421,68.3770491803279,0.710526315790048
"780907",2023-04-03 17:00:00,2023.25399543379,16324.1710526316,68.3770491803279,0.657894736843446
"780909",2023-04-03 17:20:00,2023.25403348554,16324.1973684211,68.3770491803279,0.605263157893205
"780911",2023-04-03 17:40:00,2023.25407153729,16324.2236842105,68.3770491803279,0.552631578946603
"780913",2023-04-03 18:00:00,2023.25410958904,16324.25,68.3770491803279,0.5
"780915",2023-04-03 18:20:00,2023.25414764079,16324.2763157895,68.3770491803279,0.447368421053397
"780917",2023-04-03 18:40:00,2023.25418569254,16324.3026315789,68.3770491803279,0.394736842106795
"780920",2023-04-03 19:00:00,2023.25422374429,16324.3289473684,68.3770491803279,0.342105263156554
"780922",2023-04-03 19:20:00,2023.25426179604,16324.3552631579,68.3770491803279,0.289473684209952
"780924",2023-04-03 19:40:00,2023.25429984779,16324.3815789474,68.3770491803279,0.236842105263349
"780926",2023-04-03 20:00:00,2023.25433789954,16324.4078947368,68.3770491803279,0.184210526316747
"780929",2023-04-03 20:20:00,2023.25437595129,16324.4342105263,68.3770491803279,0.131578947370144
"780931",2023-04-03 20:40:00,2023.25441400304,16324.4605263158,68.3770491803279,0.0789473684199038
"780933",2023-04-03 21:00:00,2023.25445205479,16324.4868421053,68.3770491803279,0.0263157894733013
"780935",2023-04-03 21:20:00,2023.25449010654,16324.5142857143,71.9016393442623,0.0285714285710128
"780937",2023-04-03 21:40:00,2023.2545281583,16324.5428571429,71.9016393442623,0.0857142857130384
"780939",2023-04-03 22:00:00,2023.25456621005,16324.5714285714,71.9016393442623,0.142857142858702
"780941",2023-04-03 22:20:00,2023.2546042618,16324.6,71.9016393442623,0.200000000000728
"780943",2023-04-03 22:40:00,2023.25464231355,16324.6285714286,71.9016393442623,0.257142857142753
"780945",2023-04-03 23:00:00,2023.2546803653,16324.6571428571,71.9016393442623,0.314285714284779
"780947",2023-04-03 23:20:00,2023.25471841705,16324.6857142857,71.9016393442623,0.371428571426804
"780949",2023-04-03 23:40:00,2023.2547564688,16324.7142857143,71.9016393442623,0.428571428572468
"780951",2023-04-04,2023.25479452055,16324.7428571429,71.9016393442623,0.485714285714494
"780954",2023-04-04 00:20:00,2023.2548325723,16324.7714285714,71.9016393442623,0.542857142856519
"780956",2023-04-04 00:40:00,2023.25487062405,16324.8,71.9016393442623,0.599999999998545
"780958",2023-04-04 01:00:00,2023.2549086758,16324.8285714286,71.9016393442623,0.657142857144208
"780960",2023-04-04 01:20:00,2023.25494672755,16324.8571428571,71.9016393442623,0.714285714286234
"780962",2023-04-04 01:40:00,2023.2549847793,16324.8857142857,71.9016393442623,0.77142857142826
"780964",2023-04-04 02:00:00,2023.25502283105,16324.9142857143,71.9016393442623,0.828571428570285
"780967",2023-04-04 02:20:00,2023.2550608828,16324.9428571429,71.9016393442623,0.885714285715949
"780970",2023-04-04 02:40:00,2023.25509893455,16324.9714285714,71.9016393442623,0.942857142857974
"780972",2023-04-04 03:00:00,2023.2551369863,16325,76.672131147541,1
"780974",2023-04-04 03:20:00,2023.25517503805,16325.025,76.672131147541,0.950000000000728
"780977",2023-04-04 03:40:00,2023.2552130898,16325.05,76.672131147541,0.900000000001455
"780979",2023-04-04 04:00:00,2023.25525114155,16325.075,76.672131147541,0.849999999998545
"780981",2023-04-04 04:20:00,2023.2552891933,16325.1,76.672131147541,0.799999999999272
"780984",2023-04-04 04:40:00,2023.25532724505,16325.125,76.672131147541,0.75
"780987",2023-04-04 05:00:00,2023.2553652968,16325.15,76.672131147541,0.700000000000728
"780989",2023-04-04 05:20:00,2023.25540334855,16325.175,76.672131147541,0.650000000001455
"780992",2023-04-04 05:40:00,2023.2554414003,16325.2,76.672131147541,0.599999999998545
"780994",2023-04-04 06:00:00,2023.25547945205,16325.225,76.672131147541,0.549999999999272
"780996",2023-04-04 06:20:00,2023.25551750381,16325.25,76.672131147541,0.5
"780999",2023-04-04 06:40:00,2023.25555555556,16325.275,76.672131147541,0.450000000000728
"781001",2023-04-04 07:00:00,2023.25559360731,16325.3,76.672131147541,0.400000000001455
"781003",2023-04-04 07:20:00,2023.25563165906,16325.325,76.672131147541,0.349999999998545
"781005",2023-04-04 07:40:00,2023.25566971081,16325.35,76.672131147541,0.299999999999272
"781008",2023-04-04 08:00:00,2023.25570776256,16325.375,76.672131147541,0.25
"781012",2023-04-04 08:20:00,2023.25574581431,16325.4,76.672131147541,0.200000000000728
"781015",2023-04-04 08:40:00,2023.25578386606,16325.425,76.672131147541,0.150000000001455
"781018",2023-04-04 10:00:00,2023.25593607306,16325.5294117647,78,0.0588235294126207
"781020",2023-04-04 10:20:00,2023.25597412481,16325.5588235294,78,0.117647058825241
"781023",2023-04-04 10:40:00,2023.25601217656,16325.5882352941,78,0.176470588234224
"781026",2023-04-04 11:00:01,2023.25605026002,16325.6176715688,78,0.235343137555901
"781028",2023-04-04 11:20:00,2023.25608828006,16325.6470588235,78,0.294117647059466
"781031",2023-04-04 11:40:00,2023.25612633181,16325.6764705882,78,0.352941176472086
"781033",2023-04-04 12:00:00,2023.25616438356,16325.7058823529,78,0.411764705881069
"781035",2023-04-04 12:20:00,2023.25620243531,16325.7352941176,78,0.47058823529369
"781038",2023-04-04 12:40:00,2023.25624048706,16325.7647058824,78,0.52941176470631
"781040",2023-04-04 13:00:00,2023.25627853881,16325.7941176471,78,0.588235294118931
"781042",2023-04-04 13:20:00,2023.25631659056,16325.8235294118,78,0.647058823527914
"781044",2023-04-04 13:40:00,2023.25635464231,16325.8529411765,78,0.705882352940534
"781046",2023-04-04 14:00:00,2023.25639269406,16325.8823529412,78,0.764705882353155
"781048",2023-04-04 14:20:00,2023.25643074581,16325.9117647059,78,0.823529411765776
"781050",2023-04-04 14:40:00,2023.25646879756,16325.9411764706,78,0.882352941174759
"781053",2023-04-04 15:00:00,2023.25650684931,16325.9705882353,78,0.941176470587379
"781055",2023-04-04 15:20:00,2023.25654490107,16326,79,1
"781057",2023-04-04 15:40:00,2023.25658295282,16326.027027027,79,0.945945945946733
"781059",2023-04-04 16:00:00,2023.25662100457,16326.0540540541,79,0.891891891893465
"781062",2023-04-04 16:20:00,2023.25665905632,16326.0810810811,79,0.83783783783656
"781064",2023-04-04 16:40:00,2023.25669710807,16326.1081081081,79,0.783783783783292
"781066",2023-04-04 17:00:00,2023.25673515982,16326.1351351351,79,0.729729729730025
"781068",2023-04-04 17:20:00,2023.25677321157,16326.1621621622,79,0.675675675676757
"781070",2023-04-04 17:40:00,2023.25681126332,16326.1891891892,79,0.621621621619852
"781073",2023-04-04 18:00:00,2023.25684931507,16326.2162162162,79,0.567567567566584
"781075",2023-04-04 18:20:00,2023.25688736682,16326.2432432432,79,0.513513513513317
"781078",2023-04-04 18:40:00,2023.25692541857,16326.2702702703,79,0.459459459460049
"781080",2023-04-04 19:00:00,2023.25696347032,16326.2972972973,79,0.405405405406782
"781082",2023-04-04 19:20:00,2023.25700152207,16326.3243243243,79,0.351351351349876
"781084",2023-04-04 19:40:00,2023.25703957382,16326.3513513514,79,0.297297297296609
"781086",2023-04-04 20:00:00,2023.25707762557,16326.3783783784,79,0.243243243243342
"781088",2023-04-04 20:20:00,2023.25711567732,16326.4054054054,79,0.189189189190074
"781090",2023-04-04 20:40:00,2023.25715372907,16326.4324324324,79,0.135135135136807
"781092",2023-04-04 20:59:59,2023.25719174911,16326.459436937,79,0.0811261260823812
"781095",2023-04-04 21:20:00,2023.25722983257,16326.4864864865,79,0.0270270270266337
"781097",2023-04-04 21:40:00,2023.25726788432,16326.5138888889,82.5081967213115,0.0277777777700976
"781099",2023-04-04 22:00:00,2023.25730593607,16326.5416666667,82.5081967213115,0.0833333333066548
"781101",2023-04-04 22:20:00,2023.25734398782,16326.5694444444,82.5081967213115,0.138888888843212
"781103",2023-04-04 22:40:00,2023.25738203957,16326.5972222222,82.5081967213115,0.194444444379769
"781106",2023-04-04 23:00:01,2023.25742012303,16326.6250231482,82.5081967213115,0.250046296499931
"781108",2023-04-04 23:20:00,2023.25745814307,16326.6527777777,82.5081967213115,0.305555555452884
"781110",2023-04-04 23:40:00,2023.25749619482,16326.6805555555,82.5081967213115,0.361111110989441
"781112",2023-04-04 23:59:59,2023.25753421487,16326.7083101851,82.5081967213115,0.416620370277087
"781116",2023-04-05 00:20:00,2023.25757229833,16326.736111111,82.5081967213115,0.472222222066193
"781119",2023-04-05 00:40:00,2023.25761035008,16326.7638888888,82.5081967213115,0.527777777602751
"781121",2023-04-05 01:00:00,2023.25764840183,16326.7916666666,82.5081967213115,0.583333333139308
"781123",2023-04-05 01:20:00,2023.25768645358,16326.8194444443,82.5081967213115,0.638888888675865
"781125",2023-04-05 01:40:00,2023.25772450533,16326.8472222221,82.5081967213115,0.694444444212422
"781128",2023-04-05 02:00:00,2023.25776255708,16326.8749999999,82.5081967213115,0.749999999752617
"781130",2023-04-05 02:20:00,2023.25780060883,16326.9027777776,82.5081967213115,0.805555555289175
"781132",2023-04-05 02:40:00,2023.25783866058,16326.9305555556,82.5081967213115,0.861111111156788
"781135",2023-04-05 03:00:00,2023.25787671233,16326.9583333333,82.5081967213115,0.916666666693345
